customer_id,name,age_band,tenure_years,state,credit_score,num_products,checking_flag,savings_flag,deposit_balance,relationship_value_estimate,mortgage_id,origination_date,original_balance,current_balance,mortgage_rate,original_term_years,remaining_term_months,monthly_payment,ltv,property_value,delinquency_flag,rate_gap_bps,appointment_request_30d,faq_view_30d,login_30d,mortgage_page_view_30d,payoff_info_view_30d,rate_page_view_30d,refinance_calculator_use_30d,refinance_page_view_30d,statement_download_30d,appointment_request_90d,faq_view_90d,login_90d,mortgage_page_view_90d,payoff_info_view_90d,rate_page_view_90d,refinance_calculator_use_90d,refinance_page_view_90d,statement_download_90d,digital_events_total_30d,digital_events_total_90d,digital_activity_change_pct,call_count_90d,refinance_intent_flag,competitor_shopping_flag,payoff_intent_flag,avg_call_sentiment,max_rate_sensitivity,branch_visits_90d,mortgage_discussion_count_90d,rate_discussion_flag_90d,refinance_discussion_flag_90d,churned_within_90d,churn_date,churn_probability,economic_value_if_lost,value_at_risk,expected_intervention_value
C0100025,Judy Baker,35-44,1,WA,653,1,0,0,4624.0,96872.0,M0100025,2022-11-25,257000,246000,6.096,30,315,1556.74,0.563,437000,0,70,0.0,1.0,4.0,1.0,2.0,1.0,3.0,4.0,0.0,2,2,11,3,3,4,3,5,2,16.0,35,0.6842105263157895,2.0,1.0,1.0,0.0,-0.04,0.6,0.0,0.0,0.0,0.0,0,,0.1028,14288.0,1469.0,123.0
C0100026,Justin Baker,45-54,2,NY,701,1,0,0,9133.0,23883.0,M0100026,2020-11-12,199000,172000,6.243,15,111,1705.51,0.501,343000,0,84,1.0,0.0,3.0,2.0,0.0,2.0,4.0,14.0,0.0,3,2,7,6,4,7,6,17,1,26.0,53,0.925925925925926,2.0,1.0,1.0,1.0,0.18,0.64,1.0,0.0,0.0,0.0,0,,0.0314,9990.0,314.0,-131.0
C0100027,Stephanie Ross,25-34,4,VA,685,1,0,0,19798.0,96102.0,M0100027,2020-10-30,284000,265000,4.358,30,290,1415.12,0.497,533000,0,-104,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,2.0,1,1,15,1,0,1,1,0,2,11.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0053,15391.0,82.0,-182.0
C0100028,Zachary Hicks,35-44,7,AZ,703,2,1,0,2745.0,177035.0,M0100028,2020-02-05,546000,504000,6.728,30,281,3533.36,0.677,745000,0,133,0.0,0.0,4.0,1.0,3.0,5.0,2.0,2.0,1.0,0,1,13,6,5,10,3,3,2,18.0,43,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0457,29273.0,1338.0,94.0
C0100029,Anthony Rodriguez,45-54,19,OH,755,3,1,1,119184.0,61821.0,M0100029,2022-02-24,437000,391000,7.214,15,126,3980.35,0.501,781000,0,181,0.0,1.0,8.0,2.0,2.0,4.0,5.0,5.0,1.0,3,2,17,5,2,6,6,8,2,28.0,51,1.434782608695652,2.0,1.0,1.0,1.0,0.065,1.0,1.0,0.0,0.0,0.0,1,2026-10-10,0.5,22710.0,11355.0,2298.0
C0100030,Rebecca Henderson,55-64,19,MA,718,4,1,1,28149.0,234731.0,M0100030,2021-06-28,671000,630000,4.868,30,298,3548.14,0.564,1117000,0,-53,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,8,1,0,0,3,0,1,7.0,13,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0011,36591.0,40.0,-191.0
C0100031,James Ferrell,65+,3,AZ,719,2,1,0,5278.0,155336.0,M0100031,2023-11-26,393000,380000,7.094,30,327,2639.5,0.583,652000,0,169,0.0,1.0,3.0,0.0,4.0,4.0,0.0,6.0,2.0,0,2,16,4,5,5,3,12,6,20.0,53,0.2121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,,0.0966,22071.0,2132.0,269.0
C0100032,Tricia Valencia,35-44,20,VA,722,3,1,1,6113.0,14112.0,M0100032,2021-08-29,107000,94000,3.628,15,120,771.67,0.508,185000,0,-177,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,10,1,0,0,0,0,0,5.0,12,0.4285714285714285,1.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0,,0.0005,5460.0,3.0,-199.0
C0100033,Nathan Maldonado,35-44,13,IL,615,2,1,0,80343.0,171086.0,M0100033,2023-02-12,449000,430000,5.35,30,318,2507.28,0.519,828000,0,-5,1.0,0.0,5.0,1.0,1.0,0.0,2.0,2.0,0.0,2,1,13,1,1,0,2,5,0,12.0,25,0.8461538461538461,2.0,0.0,0.0,0.0,-0.12,0.17,1.0,1.0,0.0,1.0,0,,0.0021,24975.0,52.0,-189.0
C0100034,Debra Davidson,45-54,12,PA,651,2,1,0,5293.0,46676.0,M0100034,2021-11-01,345000,306000,2.8,15,122,2349.46,0.496,617000,0,-260,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,6,0,0,1,0,2,2,8.0,11,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.022,17773.0,391.0,-114.0
C0100035,Jeffrey Chavez,35-44,16,WA,702,2,1,0,4598.0,125615.0,M0100035,2023-03-31,328000,315000,6.523,30,319,2078.15,0.745,423000,0,112,2.0,0.0,3.0,2.0,1.0,0.0,5.0,1.0,1.0,3,0,8,3,4,1,8,1,4,15.0,32,0.7647058823529411,2.0,1.0,1.0,1.0,0.055,0.64,0.0,0.0,0.0,0.0,1,2026-11-12,0.4918,18295.0,8997.0,1779.0
C0100036,Sherri Baker,25-34,10,OH,682,2,1,0,32061.0,111994.0,M0100036,2024-08-20,603000,574000,3.817,15,156,4405.22,0.592,970000,0,-158,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,12,0,1,2,0,1,3,7.0,20,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,33338.0,0.0,-200.0
C0100037,Cassandra Gaines,45-54,6,CA,709,2,1,0,1509.0,111438.0,M0100037,2023-08-03,286000,276000,3.354,30,323,1261.07,0.551,501000,0,-205,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,14,2,0,0,0,0,2,5.0,18,-0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0005,16030.0,8.0,-198.0
C0100038,Elizabeth Fowler,35-44,11,NJ,783,4,1,1,7376.0,171330.0,M0100038,2023-09-08,438000,423000,5.789,30,324,2566.91,0.769,550000,0,39,1.0,0.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,1,1,17,1,3,6,5,3,1,19.0,38,1.0,1.0,1.0,1.0,1.0,-0.05,0.77,1.0,0.0,0.0,0.0,0,,0.026,24568.0,639.0,-59.0
C0100039,Brittany Farmer,45-54,15,IL,716,2,1,0,8964.0,33993.0,M0100039,2024-03-30,191000,180000,6.64,15,151,1678.55,0.638,282000,0,124,0.0,1.0,5.0,1.0,3.0,5.0,0.0,2.0,2.0,2,3,14,1,6,7,1,3,5,19.0,42,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,,0.0188,10455.0,197.0,-157.0
C0100040,Paula Moreno,35-44,14,MA,660,1,0,0,3483.0,63944.0,M0100040,2025-01-25,153000,150000,5.055,30,341,826.49,0.735,204000,0,-35,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,12,3,0,1,1,2,3,9.0,22,0.3846153846153846,1.0,0.0,0.0,0.0,0.59,0.55,0.0,0.0,0.0,0.0,0,,0.0043,8712.0,37.0,-192.0
C0100041,Fred Smith,55-64,4,WA,684,2,1,0,1238.0,93202.0,M0100041,2023-04-23,243000,233000,5.65,30,320,1402.68,0.645,361000,0,25,0.0,1.0,3.0,0.0,1.0,1.0,0.0,4.0,0.0,0,1,13,0,5,6,2,5,1,10.0,33,-0.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,,0.018,13533.0,244.0,-146.0
C0100042,Sherry Decker,55-64,19,TX,796,4,1,1,8804.0,104148.0,M0100042,2022-09-03,280000,267000,7.438,30,312,1945.93,0.525,509000,0,204,1.0,1.0,4.0,2.0,1.0,5.0,3.0,1.0,0.0,2,4,13,4,2,8,6,3,1,18.0,43,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.1591,15508.0,2467.0,343.0
C0100043,Anthony Humphrey,35-44,6,AZ,788,1,0,0,18505.0,155587.0,M0100043,2022-02-07,431000,408000,4.454,30,305,2172.05,0.515,793000,0,-95,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,10,1,1,0,1,0,1,7.0,16,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.0023,23697.0,55.0,-188.0
C0100044,Angelica Tucker,55-64,17,MA,746,4,1,1,3587.0,68027.0,M0100044,2022-01-03,189000,179000,4.42,30,304,948.67,0.541,331000,0,-98,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0,1,10,3,1,2,1,1,2,7.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.002,10396.0,21.0,-195.0
C0100045,Philip Cannon,55-64,7,VA,649,4,1,1,1967.0,283069.0,M0100045,2024-07-09,696000,678000,6.694,30,334,4488.37,0.721,941000,0,129,0.0,1.0,7.0,1.0,0.0,1.0,3.0,4.0,2.0,1,2,19,4,3,4,5,5,4,19.0,47,0.3571428571428571,2.0,1.0,0.0,0.0,0.03,0.81,0.0,0.0,0.0,0.0,0,,0.072,39379.0,2835.0,424.0
C0100046,John Pierce,35-44,2,PA,733,2,1,0,36581.0,83728.0,M0100046,2024-10-28,202000,198000,5.747,30,338,1178.43,0.547,362000,0,35,0.0,1.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,2,2,6,4,1,5,7,7,0,11.0,34,-0.0434782608695652,1.0,0.0,0.0,0.0,0.26,0.11,0.0,0.0,0.0,0.0,0,,0.0043,11500.0,49.0,-189.0
C0100047,Shane Henderson,35-44,20,NJ,737,1,0,0,15272.0,129738.0,M0100047,2024-11-05,314000,307000,7.067,30,338,2103.2,0.544,564000,0,167,1.0,0.0,6.0,3.0,2.0,2.0,3.0,8.0,1.0,1,0,14,6,5,5,3,10,2,26.0,46,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0497,17831.0,886.0,-5.0
C0100048,Joshua Blair,45-54,12,AZ,721,1,0,0,5249.0,115873.0,M0100048,2021-08-10,330000,310000,4.075,30,299,1589.77,0.733,423000,0,-133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,12,1,0,1,0,1,1,1.0,16,-0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0037,18005.0,67.0,-185.0
C0100049,Eric Carney,25-34,5,WA,694,1,0,0,24466.0,133851.0,M0100049,2021-07-23,381000,358000,3.532,30,299,1717.67,0.565,634000,0,-187,0.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0,1,9,4,0,1,0,0,3,10.0,18,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0036,20793.0,75.0,-184.0
C0100050,Jessica Holmes,35-44,1,OH,703,2,1,0,10830.0,152512.0,M0100050,2022-08-12,411000,391000,3.922,30,312,1943.74,0.584,669000,0,-148,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,0,0,0,0,0,2,2.0,15,-0.6923076923076923,1.0,1.0,1.0,0.0,-0.36,0.72,0.0,0.0,0.0,0.0,0,,0.0006,22710.0,14.0,-197.0
C0100051,Danny Morgan,25-34,3,NJ,691,3,1,1,69359.0,376060.0,M0100051,2022-07-17,1016000,967000,6.277,30,311,6273.54,0.548,1764000,0,88,0.0,0.0,3.0,2.0,1.0,1.0,2.0,6.0,1.0,0,1,13,3,3,4,3,9,3,16.0,39,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0086,56164.0,483.0,-94.0
C0100052,Crystal Robinson,55-64,4,IL,668,4,1,1,17980.0,86391.0,M0100052,2021-11-13,242000,228000,6.821,30,303,1581.05,0.533,428000,0,142,0.0,0.0,2.0,3.0,2.0,3.0,1.0,8.0,1.0,3,0,14,7,2,4,2,13,1,20.0,46,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0504,13242.0,667.0,-53.0
C0100053,Mark Perez,45-54,19,NY,781,1,0,0,1529.0,63459.0,M0100053,2023-08-02,383000,355000,6.678,15,143,3373.93,0.713,498000,0,128,3.0,0.0,5.0,2.0,2.0,4.0,4.0,6.0,0.0,6,2,12,4,2,5,5,9,0,26.0,45,1.736842105263158,1.0,1.0,1.0,1.0,0.54,0.79,1.0,0.0,0.0,0.0,0,,0.0198,20619.0,408.0,-110.0
C0100054,Shannon Jones,55-64,4,NJ,759,2,1,0,3676.0,108420.0,M0100054,2021-03-23,314000,294000,6.111,30,295,1905.06,0.652,451000,0,71,1.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1,1,8,3,3,2,5,3,4,15.0,30,1.0,1.0,0.0,0.0,0.0,0.09,0.15,1.0,1.0,1.0,1.0,0,,0.0081,17076.0,138.0,-170.0
C0100055,Michael Lewis,55-64,4,OH,707,2,1,0,3893.0,175468.0,M0100055,2020-04-02,536000,496000,6.878,30,283,3522.21,0.495,1002000,0,148,0.0,0.0,7.0,1.0,0.0,4.0,0.0,1.0,0.0,3,1,15,5,3,7,1,2,1,13.0,38,0.04,2.0,1.0,1.0,1.0,0.155,0.55,0.0,0.0,0.0,0.0,0,,0.014,28808.0,403.0,-111.0
C0100056,Timothy Duncan,45-54,17,NY,735,2,1,0,11748.0,164696.0,M0100056,2024-04-09,410000,398000,4.832,30,331,2159.07,0.592,672000,0,-57,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2,6,1,0,1,0,2,2,6.0,15,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0015,23116.0,35.0,-192.0
C0100057,Richard Aguirre,45-54,18,MI,737,2,1,0,5630.0,137824.0,M0100057,2022-12-06,366000,350000,3.316,30,315,1606.14,0.514,681000,0,-208,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,11,3,0,0,1,0,4,6.0,19,-0.0769230769230769,2.0,0.0,0.0,0.0,-0.025,0.13,0.0,0.0,0.0,0.0,0,,0.0041,20328.0,83.0,-182.0
C0100058,Brent Jordan,25-34,5,PA,820,4,1,1,2095.0,26467.0,M0100058,2023-10-20,155000,145000,3.721,15,146,1124.97,0.65,223000,0,-168,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,12,1,0,1,1,0,2,8.0,17,0.7777777777777778,1.0,0.0,0.0,0.0,0.22,0.06,0.0,0.0,0.0,0.0,0,,0.0011,8422.0,9.0,-198.0
C0100059,John Daniel,25-34,14,NC,759,2,1,0,16432.0,102408.0,M0100059,2023-09-16,261000,252000,3.901,30,325,1231.2,0.494,510000,0,-150,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,0,0,13,1,1,1,0,2,4,9.0,22,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0049,14636.0,72.0,-184.0
C0100060,Victoria Garcia,45-54,11,IL,757,1,0,0,26907.0,77495.0,M0100060,2023-05-13,201000,193000,3.371,30,321,888.17,0.601,321000,0,-203,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,0,0,1,0,0,1,2.0,15,-0.6923076923076923,1.0,0.0,0.0,0.0,-0.2,0.08,0.0,0.0,0.0,0.0,0,,0.0,11210.0,0.0,-200.0
